Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,Keyword,ID,topic,topic_prob,topic_keywords
10,1.96e+18,1/9/2025 3:29,0,berulang jawabannya just a minute publik berhak langkah konkret presiden reformasidikorupsi krisislegitimasi,1.96e+18,,SandiMataram,in,0,1,0,https://x.com/undefined/status/1962357185528373470,1.76e+18,ReformasiDikorupsi,11,9,0.7930935794499255,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
11,1.96e+18,31/08/2025 15:37,0,polisi gagah seragam senjata sejarah catat mahasiswa berdiri apaapa bikin rezim jatuh takut kebenaran reformasidikorupsi negarahukumkatanya,1.96e+18,,naa_aaii13,in,0,0,0,https://x.com/undefined/status/1962177825999601866,1.63e+18,ReformasiDikorupsi,12,9,0.2849371928084969,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
12,1.96e+18,31/08/2025 14:04,0,nothing orang tua terbrainwashed orba sedari propaganda mengakar menjalar bertahan kepala baby psilocybin  amplifier information kiss bersyukur lahir era reformasi reformasidikorupsi umur perjuangan,1.96e+18,,tanyakanrl,in,0,0,0,https://x.com/undefined/status/1962154553744503199,1530005004.0,ReformasiDikorupsi,13,4,0.5466148920623107,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
13,1.96e+18,31/08/2025 09:11,0,biar tagline tawa (laugh) indonesia gelap indonesia darurat reformasidikorupsi,1.96e+18,,FoxtailBrain,in,0,0,0,https://x.com/undefined/status/1962080859957371221,1.14e+18,ReformasiDikorupsi,14,25,0.2044610939963152,"laugh, tawa, singapore, britain, nyebrang, rada, force, louis, kc, funny"
14,1.96e+18,31/08/2025 02:09,0,reformasidikorupsi kasusnya perselisihan hasil pemilu omnibus law,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961974588008804704,1.77e+18,ReformasiDikorupsi,15,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
15,1.96e+18,30/08/2025 18:26,0,lapangan kagak kondusif liatliat utamakan keselamatan besok rakyat menang dprbubar reformasidikorupsi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961857957551100274,1.47e+18,ReformasiDikorupsi,16,9,0.6583152282315914,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
16,1.96e+18,30/08/2025 12:57,0,bekaskan pajak mencekik terbantai adem undang undang perampasan aset reformasidikorupsi reformasidpr suararakyatdijerat acab reformasidikebiri kawal usuttuntas revisiundangundangpolisi,1.96e+18,https://pbs.twimg.com/media/GzmgT-raEAABgx2.jpg,fariz_chamim,in,0,1,0,https://x.com/undefined/status/1961775382115524774,156323783.0,ReformasiDikorupsi,17,9,0.7145834824791976,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
17,1.96e+18,30/08/2025 10:23,0,tuntutan diabaikan rakyat berhak bergerak mengembalikan nkri jalur proklamasi kedaulatan rakyat keadilan sosial kemanusiaan reformasipolri copotkapolri reformasidikorupsi kedaulatanrakyat,1.96e+18,,SandiMataram,in,0,0,0,https://x.com/undefined/status/1961736612003582325,1.76e+18,ReformasiDikorupsi,18,9,0.6992617138762903,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
18,1.96e+18,30/08/2025 10:01,2,otak hati nurani dul bikin kesalahan langsung tanggung suka rela mundur reformasidikorupsi adem ayem baby orang,1.96e+18,,Bola_Jakarta,in,0,0,0,https://x.com/undefined/status/1961730943657574879,1.13e+18,ReformasiDikorupsi,19,9,0.7437569516190826,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
19,1.96e+18,30/08/2025 08:28,0,demo reformasidikorupsi izin orang tua berangkat kampus lely hilda ibuku ngancam duluan biar diam diam ikutan demo sejujurnya hati kecilku ikutan guilty simpan quiet nothing,1.96e+18,https://pbs.twimg.com/media/Gzlis26bsAAjqpm.jpg,,in,0,0,0,https://x.com/undefined/status/1961707644017938898,1.08e+18,ReformasiDikorupsi,20,9,0.021775111646579758,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
22,1.96e+18,30/08/2025 04:09,0,indonesia butuh presiden gagah podium indonesia butuh pemimpin berani mendengar rakyat diam berpihak penindasan pilihan tangan reformasidikorupsi indonesiaberduka,1.96e+18,,ananows_,in,0,0,0,https://x.com/undefined/status/1961642334615154950,484762423.0,ReformasiDikorupsi,23,0,1.0,"presiden, prabowo, menteri, jokowi, wapres, subianto, mantan, wakil, menkeu, indonesia"
23,1.96e+18,30/08/2025 04:09,0,dpr terima jutabulan rumah mewah rakyat turun jalan suaranya ditutup flatulence blanked mata lihat sengaja purapura buta amplifier tuli reformasidikorupsi indonesiaberduka,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1961642315816030408,484762423.0,ReformasiDikorupsi,24,4,0.39231318177395136,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
24,1.96e+18,30/08/2025 00:46,0,titik mendidihnya indonesiagelap reformasidikorupsi revolusiataumatitertindas alternatif kegilaan reformasipolri reformasidpr reformasiparlemen reformasitotalpolri turunkanprabowogibran pemiluulang,1.96e+18,,WiseTigerSage,in,0,1,0,https://x.com/undefined/status/1961591309715816579,1.2e+18,ReformasiDikorupsi,25,46,0.2903443354118712,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, melayang, turunkanprabowogibran, indonesiareset, indonesiagelap, makasar, indonesia"
25,1.96e+18,29/08/2025 17:15,0,demo reformasidikorupsi transum kakak barengbareng mahasiswa mencarmencar biar kena sweeping mencari information tikum dimana,1.96e+18,,bakuldimsum_,in,0,0,0,https://x.com/undefined/status/1961477730664378371,1.7e+18,ReformasiDikorupsi,26,9,0.3348889915148577,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
26,1.96e+18,29/08/2025 12:12,1,reformasidikorupsi melancarkan narasi biar terkesan kanu heunceut gararesit,1.96e+18,,awsam_abu,in,0,0,0,https://x.com/undefined/status/1961401467677635009,2269707120.0,ReformasiDikorupsi,27,9,0.26846523289756696,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
27,1.96e+18,29/08/2025 11:54,0,mundur tanggung ulah kebijakan kebijakan bodoh polisipembunuhrakyat reformasidikorupsi indonesiagelap,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961397051666600360,386967336.0,ReformasiDikorupsi,28,46,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, melayang, turunkanprabowogibran, indonesiareset, indonesiagelap, makasar, indonesia"
28,1.96e+18,29/08/2025 09:34,0,temenku wercok demo reformasidikorupsi ngetweet narasi giliran apaapa tolong very so lumayan cerdas hey you sayang juara kelas masuk wercok ngubah isi otaknya,1.96e+18,,,in,1,0,0,https://x.com/undefined/status/1961361801385529527,316918910.0,ReformasiDikorupsi,29,9,0.06735554438392367,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
29,1.96e+18,29/08/2025 09:08,0,pasca reformasi gelombang demonstrasi senantiasa berujung klise reformasidikorupsi mositidakpercaya tolakomnibuslaw ruukhup semuabisakena kemarin indonesiagelap anyone but manchester united anyone but manchester united kebijakan kontroversial hasilnya disahkan,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1961355313891664382,1.72e+18,ReformasiDikorupsi,30,9,0.23725327514093503,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
30,1.96e+18,29/08/2025 03:47,6,reformasidikorupsi aksi masyarakat nentang playstation network daerah gampang nyetop aksi snowballing nangkepin massa represi goblok ampuh,1.96e+18,,Eduardlazarus,in,0,1,0,https://x.com/undefined/status/1961274514932994469,235421767.0,ReformasiDikorupsi,31,9,0.312218360471694,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
31,1.96e+18,28/08/2025 19:41,26,luthfi anak short term memory fotonya viral pegang bendera aksi reformasidikorupsi ditahan melawan polisi demo tolong kakak menjaga ibuknya pantau ibunya ditemenin kemanamana khawatir,1.96e+18,,,in,0,1,3,https://x.com/undefined/status/1961152169740272128,141582052.0,ReformasiDikorupsi,32,22,0.3572972115804039,"viral, virus, word, by, mouth, email, an, bekasi, etc, that"
32,1.96e+18,28/08/2025 17:29,0,kejadian terulang reformasidikorupsi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961118918757790115,3039814633.0,ReformasiDikorupsi,33,9,0.3923272685162201,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
33,1.96e+18,28/08/2025 16:48,6,pecat menteri dpr polisi butatuli penuhi tuntutan rakyat indonesiagelap peringatandarurat reformasidikorupsi,1.96e+18,,monstreza,in,0,0,3,https://x.com/undefined/status/1961108544117510199,377601687.0,ReformasiDikorupsi,34,46,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, melayang, turunkanprabowogibran, indonesiareset, indonesiagelap, makasar, indonesia"
34,1.96e+18,28/08/2025 15:52,0,nabrak rakyat meredam protes demokrasi pincang sejarah mencatat pelindung penindas reformasidikorupsi lawanrepresi,1.96e+18,,AmiraHawisa20,in,0,0,0,https://x.com/undefined/status/1961094556189151503,1.33e+18,ReformasiDikorupsi,35,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
35,1.96e+18,28/08/2025 15:41,379,administrator on forum network etc stock mylanta campur blanked dicampur ngeredain akibat flatulence blanked mata ampuh pasta gigi pengalaman aksi reformasidikorupsi,1.96e+18,,humaniesproject,in,0,0,35,https://x.com/undefined/status/1961091720109609000,192231045.0,ReformasiDikorupsi,36,37,1.0,"administrator, etc, forum, network, on, beliau, s1, sehat, artificial, skor"
36,1.96e+18,4/9/2025 2:55,1,guyonan rakyat mempan mendesak reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963435829436551573,3152238055.0,ReformasiPolri,37,9,0.5521693890320222,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
37,1.96e+18,3/9/2025 21:05,0,demo gabungan polisi tni serang unisba unpas malam reformasipolri provokator,1.96e+18,https://pbs.twimg.com/media/Gz82OJ2bQAAGSgA.jpg,,in,0,0,0,https://x.com/undefined/status/1963347590864671093,1.6e+18,ReformasiPolri,38,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
38,1.96e+18,3/9/2025 20:58,0,ferry irwandi diteror akibat buka jaringan provokator demo gagalkan darurat militer provokator copotkapolrilistyosigit reformasipolri dprbebannegara,1.96e+18,https://pbs.twimg.com/media/Gz80m2pbkAEDE5x.jpg,,in,0,1,0,https://x.com/undefined/status/1963345814887309370,1.6e+18,ReformasiPolri,39,19,0.0748592210847254,"ferry, irwandi, tni, pencemaran, laporkan, nama, siber, institusi, dugaan, pidana"
39,1.96e+18,3/9/2025 13:02,0,kompol kosmas dipecat lindas ojol demo ricuh pemecatan buntut tewasnya pengemudi ojol mencerminkan ketegasan polri penegakan etik evaluasi prosedur pengamanan aksi reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963225972720963701,1.93e+18,ReformasiPolri,40,9,0.5509753289705108,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
40,1.96e+18,3/9/2025 11:33,890,iko juliant dibunuh polisi acab resetindonesia reformasipolri,1.96e+18,,adolezence,in,1,1,126,https://x.com/undefined/status/1963203724362281359,1.6e+18,ReformasiPolri,41,1,0.07986100500675487,"resetindonesia, indonesiaberbenah, polisipembunuh, dprbebannegara, semoga, lot, indonesia, indonesiagelap, 1312acab, kakak"
41,1.96e+18,3/9/2025 10:43,1,yasudah biar kompak resetindonesia perampasanaset reformasipolri dukung reset ind man ogi ganti profil pinky,1.96e+18,,Anak__Ogi,in,0,0,0,https://x.com/undefined/status/1963191084890370242,3466666161.0,ReformasiPolri,42,1,0.1687999845037004,"resetindonesia, indonesiaberbenah, polisipembunuh, dprbebannegara, semoga, lot, indonesia, indonesiagelap, 1312acab, kakak"
42,1.96e+18,3/9/2025 9:31,2544,rakyat protes turun jalan rakyat bodoh kesadaran argumentasi protes ordebaru reformasipolri kembalikanmiliterkebarak yaakubakaldibaca,1.96e+18,https://pbs.twimg.com/media/Gz6XYWkaAAAotTD.jpg,,in,97,7,2307,https://x.com/undefined/status/1963172943657042194,1.37e+18,ReformasiPolri,43,9,0.8127445446971915,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
43,1.96e+18,3/9/2025 6:41,4,reformasi kepolisian republik indonesia reformasipolri polri kepolisian polisi kapolri listyosigitprabowo perspektif radhartribaskoro,1.96e+18,https://pbs.twimg.com/media/Gz5wSbNbgAAatQE.png,,in,2,0,1,https://x.com/undefined/status/1963130123869376844,1.9e+18,ReformasiPolri,44,46,0.29463711615062266,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, melayang, turunkanprabowogibran, indonesiareset, indonesiagelap, makasar, indonesia"
44,1.96e+18,3/9/2025 4:35,0,hello hi sikapmu reformasipolri setuju teriak non-governmental organization swj,1.96e+18,,Graminale,in,0,0,0,https://x.com/undefined/status/1963098576806187255,1.93e+18,ReformasiPolri,45,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
45,1.96e+18,2/9/2025 18:29,0,seandainya tuntutan reformasipolri setuju,1.96e+18,,Graminale,in,0,0,0,https://x.com/undefined/status/1962946099561545808,1.93e+18,ReformasiPolri,46,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
46,1.96e+18,2/9/2025 17:15,0,kawal tindakan represif polri reformasipolri,1.96e+18,,barengwarga,in,0,0,0,https://x.com/undefined/status/1962927347746930936,1.64e+18,ReformasiPolri,47,9,0.37490759190721307,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
47,1.96e+18,2/9/2025 14:38,92,wadas video kejadian amplifier artikel beritanya utasan linknya reformasipolri,1.96e+18,https://pbs.twimg.com/media/Gz2UC_lbIAAgk4S.jpg,,in,0,2,30,https://x.com/undefined/status/1962887795569229977,71466821.0,ReformasiPolri,48,4,1.0,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
48,1.96e+18,2/9/2025 13:03,0,urgensinya polisi pangkat istimewa reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962864009490870507,402689904.0,ReformasiPolri,49,9,0.5172650509337735,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
49,1.96e+18,2/9/2025 12:05,12,keadilan ditegakkan tawarmenawar reformasipolri hukum berat pelanggar ham,1.96e+18,,,in,0,2,5,https://x.com/undefined/status/1962849428316012997,1.38e+18,ReformasiPolri,50,9,0.0873223273271429,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
50,1.96e+18,2/9/2025 10:05,0,berdukacita mendalam keluarga ditinggalkan reformasipolri,1.96e+18,https://pbs.twimg.com/media/Gz1VpW1aoAQg_IP.jpg,,in,0,0,0,https://x.com/undefined/status/1962819191343632704,88869591.0,ReformasiPolri,51,9,0.30779653613989744,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
51,1.96e+18,2/9/2025 8:07,286,maripahami impunitas melanggengkan penyiksaan kekerasan polisi impunitas upaya reformasi polri berbasis ham melanggengkan praktik penyiksaan kekerasan penggunaan kekuatan berlebih kepolisian reformasipolri,1.96e+18,https://pbs.twimg.com/amplify_video_thumb/1962789201445036032/img/HJ4sCHQBzio-rwXS.jpg,,in,5,2,201,https://x.com/undefined/status/1962789356961440205,203158484.0,ReformasiPolri,52,9,0.5558084894262619,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
52,1.96e+18,2/9/2025 7:42,0,cermati sungguh sungguh tindakan apapun mengatasi krisis kepercayaan rakyat pemerintah akut kecuali memanggil manula istana penghargaan polisi reformasipolri ruuperampasanaset,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962783266655834386,183561552.0,ReformasiPolri,53,9,0.6553349518908635,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
53,1.96e+18,2/9/2025 5:09,0,kekerasan anarkisme polisi restu negara mentally retarded presiden polisipembunuh reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962744606594081220,93312464.0,ReformasiPolri,54,9,0.07704812764995903,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
54,1.96e+18,2/9/2025 4:51,1,semarang polisi berlaku kejam siksa mahasiswa amplifier tahanan physical education muntah darah reformasipolri reformasipolisi,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962740113173295278,3152238055.0,ReformasiPolri,55,9,0.7006703738739646,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
55,1.96e+18,2/9/2025 4:41,1,kaum perusuh pembakar amplifier penjarah digerakan lemparkan molotov disiapkan kabur hilang mahswa buruh pendemo reformasipolri reformasipolisi adilijokowiamannegeri,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962737526722162714,3152238055.0,ReformasiPolri,56,4,0.36714420149436694,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
56,1.96e+18,2/9/2025 4:34,1,reformasipolri alasan mendasar jenisnya gelapkan motor orang dihukum pakai helm merah pidana aparat 2x berat hukuman pramuka telat baris payaah,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962735904076046829,3152238055.0,ReformasiPolri,57,72,0.061956182548184656,"driver, ojol, training, daring, kota, ojek, semarang, servis, meluas, simpang"
57,1.96e+18,1/9/2025 18:06,1,ketua bem perjuangkan mahasiswa ditahan polisi demo komisi dpr polda do it yourself lantang teriakan reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962577793260364073,3152238055.0,ReformasiPolri,58,9,0.2567272279815582,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
58,1.96e+18,1/9/2025 16:59,23,nyawa berkorban kekhilafan aparatmu mbah wo affan dilindas rheza dipukul andika ditendang iko menyusul selamat jalan teman reformasipolri,1.96e+18,,txtdrimedia,in,0,1,6,https://x.com/undefined/status/1962560927615856782,1.72e+18,ReformasiPolri,59,9,1.0,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
59,1.96e+18,1/9/2025 14:28,0,afan kurniawan simbol rakyat tertindas sistem pemerintah abai krisis berubah kerusuhan saksikan analisis lengkap video reformasipolri suararakyat anakbangsa,1.96e+18,,gadislisong,in,0,0,0,https://x.com/undefined/status/1962523040341983321,1.17e+18,ReformasiPolri,60,12,0.05543976113160588,"video, viral, cikarang, tiktok, cek, beredar, pashaungu, selengkapnya, utara, lihat"
60,1.96e+18,1/9/2025 14:28,0,menduga sabotase diamdiam orang prabowo krisis beras pajak mencekik afan berpotensi melemahkan pemerintahannya politikindonesia reformasipolri,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523033668915452,1.17e+18,ReformasiPolri,61,9,0.19926323587781106,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
61,1.96e+18,1/9/2025 14:28,0,demo amplifier agustus memuncak rakyat marah krisis ekonomi pajak amplifier kelangkaan beras kematian afan kurniawan driver ojol titik application programming interface menyulut emosi kolektif reformasipolri afankurniawan,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523024751837189,1.17e+18,ReformasiPolri,62,4,0.6836312370441976,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
62,1.96e+18,1/9/2025 14:28,0,afan kurniawan korban simbol kemarahan rakyat polisi arogan diusut polri wajib direformasi prabowo berani bersihbersih sabotase melemahkan pemerintahannya reformasipolri krisisindonesia suararakyat,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1962523022881140916,1.17e+18,ReformasiPolri,63,9,0.8165855557913048,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
63,1.96e+18,1/9/2025 14:25,0,krisis beras pajak rakyat marah kematian afan kurniawan titik application programming interface dpr amplifier pejabat arogan polri wajib dirombak intelijen provokator indonesia butuh ketegasan amplifier empati keadilanuntukrakyat reformasipolri anakbangsa,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1962522266954322304,1.17e+18,ReformasiPolri,64,4,0.747415169137252,"amplifier, tunjangan, rakyat, sumber, dpr, rumah, reformasipolri, resetindonesia, korban, resmi"
64,1.96e+18,1/9/2025 14:24,0,demo rakyat memuncak pasca kematian afan kurniawan publik menuntut reformasi polri total janji prabowo berani rotasi besarbesaran potensi kerusuhan reformasipolri demoindonesia afankurniawan,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962521924288033250,1.17e+18,ReformasiPolri,65,9,0.5433045726603511,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
66,1.96e+18,1/9/2025 12:32,0,kemana demo ketahuan ormas alat kekuasaan ormas demokrattolaktunjangandpr reformasipolri,1.96e+18,https://pbs.twimg.com/media/GzwtlJWaMAAFJsV.jpg,,in,0,0,0,https://x.com/undefined/status/1962493657388634575,1.36e+18,ReformasiPolri,67,9,0.3839430636540402,"reformasipolri, reformasi, reformasidikorupsi, reformasidpr, polri, copotkapolri, reformasipolisi, aparat, rakyat, reformasiparlemen"
