Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,Keyword,ID,row_index,entity,label
22,1.96e+18,30/08/2025 04:09,0,indonesia butuh presiden gagah podium indonesia butuh pemimpin berani mendengar rakyat diam berpihak penindasan pilihan tangan reformasidikorupsi indonesiaberduka,1.96e+18,,ananows_,in,0,0,0,https://x.com/undefined/status/1961642334615154950,484762423.0,ReformasiDikorupsi,23,20,,
23,1.96e+18,30/08/2025 04:09,0,dpr terima jutabulan rumah mewah rakyat turun jalan suaranya ditutup flatulence blanked mata lihat sengaja purapura buta amplifier tuli reformasidikorupsi indonesiaberduka,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1961642315816030408,484762423.0,ReformasiDikorupsi,24,21,,
24,1.96e+18,30/08/2025 00:46,0,titik mendidihnya indonesiagelap reformasidikorupsi revolusiataumatitertindas alternatif kegilaan reformasipolri reformasidpr reformasiparlemen reformasitotalpolri turunkanprabowogibran pemiluulang,1.96e+18,,WiseTigerSage,in,0,1,0,https://x.com/undefined/status/1961591309715816579,1.2e+18,ReformasiDikorupsi,25,22,,
25,1.96e+18,29/08/2025 17:15,0,demo reformasidikorupsi transum kakak barengbareng mahasiswa mencarmencar biar kena sweeping mencari information tikum dimana,1.96e+18,,bakuldimsum_,in,0,0,0,https://x.com/undefined/status/1961477730664378371,1.7e+18,ReformasiDikorupsi,26,23,,
26,1.96e+18,29/08/2025 12:12,1,reformasidikorupsi melancarkan narasi biar terkesan kanu heunceut gararesit,1.96e+18,,awsam_abu,in,0,0,0,https://x.com/undefined/status/1961401467677635009,2269707120.0,ReformasiDikorupsi,27,24,,
27,1.96e+18,29/08/2025 11:54,0,mundur tanggung ulah kebijakan kebijakan bodoh polisipembunuhrakyat reformasidikorupsi indonesiagelap,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961397051666600360,386967336.0,ReformasiDikorupsi,28,25,,
28,1.96e+18,29/08/2025 09:34,0,temenku wercok demo reformasidikorupsi ngetweet narasi giliran apaapa tolong very so lumayan cerdas hey you sayang juara kelas masuk wercok ngubah isi otaknya,1.96e+18,,,in,1,0,0,https://x.com/undefined/status/1961361801385529527,316918910.0,ReformasiDikorupsi,29,26,very,PER
29,1.96e+18,29/08/2025 09:08,0,pasca reformasi gelombang demonstrasi senantiasa berujung klise reformasidikorupsi mositidakpercaya tolakomnibuslaw ruukhup semuabisakena kemarin indonesiagelap anyone but manchester united anyone but manchester united kebijakan kontroversial hasilnya disahkan,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1961355313891664382,1.72e+18,ReformasiDikorupsi,30,27,manchester united,ORG
29,1.96e+18,29/08/2025 09:08,0,pasca reformasi gelombang demonstrasi senantiasa berujung klise reformasidikorupsi mositidakpercaya tolakomnibuslaw ruukhup semuabisakena kemarin indonesiagelap anyone but manchester united anyone but manchester united kebijakan kontroversial hasilnya disahkan,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1961355313891664382,1.72e+18,ReformasiDikorupsi,30,27,manchester united,ORG
30,1.96e+18,29/08/2025 03:47,6,reformasidikorupsi aksi masyarakat nentang playstation network daerah gampang nyetop aksi snowballing nangkepin massa represi goblok ampuh,1.96e+18,,Eduardlazarus,in,0,1,0,https://x.com/undefined/status/1961274514932994469,235421767.0,ReformasiDikorupsi,31,28,,
31,1.96e+18,28/08/2025 19:41,26,luthfi anak short term memory fotonya viral pegang bendera aksi reformasidikorupsi ditahan melawan polisi demo tolong kakak menjaga ibuknya pantau ibunya ditemenin kemanamana khawatir,1.96e+18,,,in,0,1,3,https://x.com/undefined/status/1961152169740272128,141582052.0,ReformasiDikorupsi,32,29,luthfi,PER
32,1.96e+18,28/08/2025 17:29,0,kejadian terulang reformasidikorupsi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1961118918757790115,3039814633.0,ReformasiDikorupsi,33,30,,
33,1.96e+18,28/08/2025 16:48,6,pecat menteri dpr polisi butatuli penuhi tuntutan rakyat indonesiagelap peringatandarurat reformasidikorupsi,1.96e+18,,monstreza,in,0,0,3,https://x.com/undefined/status/1961108544117510199,377601687.0,ReformasiDikorupsi,34,31,polisi butatuli,PER
34,1.96e+18,28/08/2025 15:52,0,nabrak rakyat meredam protes demokrasi pincang sejarah mencatat pelindung penindas reformasidikorupsi lawanrepresi,1.96e+18,,AmiraHawisa20,in,0,0,0,https://x.com/undefined/status/1961094556189151503,1.33e+18,ReformasiDikorupsi,35,32,,
35,1.96e+18,28/08/2025 15:41,379,administrator on forum network etc stock mylanta campur blanked dicampur ngeredain akibat flatulence blanked mata ampuh pasta gigi pengalaman aksi reformasidikorupsi,1.96e+18,,humaniesproject,in,0,0,35,https://x.com/undefined/status/1961091720109609000,192231045.0,ReformasiDikorupsi,36,33,,
36,1.96e+18,4/9/2025 2:55,1,guyonan rakyat mempan mendesak reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963435829436551573,3152238055.0,ReformasiPolri,37,34,,
37,1.96e+18,3/9/2025 21:05,0,demo gabungan polisi tni serang unisba unpas malam reformasipolri provokator,1.96e+18,https://pbs.twimg.com/media/Gz82OJ2bQAAGSgA.jpg,,in,0,0,0,https://x.com/undefined/status/1963347590864671093,1.6e+18,ReformasiPolri,38,35,unisba unpas,ORG
38,1.96e+18,3/9/2025 20:58,0,ferry irwandi diteror akibat buka jaringan provokator demo gagalkan darurat militer provokator copotkapolrilistyosigit reformasipolri dprbebannegara,1.96e+18,https://pbs.twimg.com/media/Gz80m2pbkAEDE5x.jpg,,in,0,1,0,https://x.com/undefined/status/1963345814887309370,1.6e+18,ReformasiPolri,39,36,ferry irwandi,PER
39,1.96e+18,3/9/2025 13:02,0,kompol kosmas dipecat lindas ojol demo ricuh pemecatan buntut tewasnya pengemudi ojol mencerminkan ketegasan polri penegakan etik evaluasi prosedur pengamanan aksi reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963225972720963701,1.93e+18,ReformasiPolri,40,37,kompol kosmas,PER
39,1.96e+18,3/9/2025 13:02,0,kompol kosmas dipecat lindas ojol demo ricuh pemecatan buntut tewasnya pengemudi ojol mencerminkan ketegasan polri penegakan etik evaluasi prosedur pengamanan aksi reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963225972720963701,1.93e+18,ReformasiPolri,40,37,lindas ojol,PER
39,1.96e+18,3/9/2025 13:02,0,kompol kosmas dipecat lindas ojol demo ricuh pemecatan buntut tewasnya pengemudi ojol mencerminkan ketegasan polri penegakan etik evaluasi prosedur pengamanan aksi reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1963225972720963701,1.93e+18,ReformasiPolri,40,37,ojol,PER
40,1.96e+18,3/9/2025 11:33,890,iko juliant dibunuh polisi acab resetindonesia reformasipolri,1.96e+18,,adolezence,in,1,1,126,https://x.com/undefined/status/1963203724362281359,1.6e+18,ReformasiPolri,41,38,iko juliant,PER
41,1.96e+18,3/9/2025 10:43,1,yasudah biar kompak resetindonesia perampasanaset reformasipolri dukung reset ind man ogi ganti profil pinky,1.96e+18,,Anak__Ogi,in,0,0,0,https://x.com/undefined/status/1963191084890370242,3466666161.0,ReformasiPolri,42,39,yasudah,PER
41,1.96e+18,3/9/2025 10:43,1,yasudah biar kompak resetindonesia perampasanaset reformasipolri dukung reset ind man ogi ganti profil pinky,1.96e+18,,Anak__Ogi,in,0,0,0,https://x.com/undefined/status/1963191084890370242,3466666161.0,ReformasiPolri,42,39,pinky,PER
42,1.96e+18,3/9/2025 9:31,2544,rakyat protes turun jalan rakyat bodoh kesadaran argumentasi protes ordebaru reformasipolri kembalikanmiliterkebarak yaakubakaldibaca,1.96e+18,https://pbs.twimg.com/media/Gz6XYWkaAAAotTD.jpg,,in,97,7,2307,https://x.com/undefined/status/1963172943657042194,1.37e+18,ReformasiPolri,43,40,,
43,1.96e+18,3/9/2025 6:41,4,reformasi kepolisian republik indonesia reformasipolri polri kepolisian polisi kapolri listyosigitprabowo perspektif radhartribaskoro,1.96e+18,https://pbs.twimg.com/media/Gz5wSbNbgAAatQE.png,,in,2,0,1,https://x.com/undefined/status/1963130123869376844,1.9e+18,ReformasiPolri,44,41,kapolri listyosigitprabowo,PER
43,1.96e+18,3/9/2025 6:41,4,reformasi kepolisian republik indonesia reformasipolri polri kepolisian polisi kapolri listyosigitprabowo perspektif radhartribaskoro,1.96e+18,https://pbs.twimg.com/media/Gz5wSbNbgAAatQE.png,,in,2,0,1,https://x.com/undefined/status/1963130123869376844,1.9e+18,ReformasiPolri,44,41,radhartribaskoro,PER
44,1.96e+18,3/9/2025 4:35,0,hello hi sikapmu reformasipolri setuju teriak non-governmental organization swj,1.96e+18,,Graminale,in,0,0,0,https://x.com/undefined/status/1963098576806187255,1.93e+18,ReformasiPolri,45,42,,
45,1.96e+18,2/9/2025 18:29,0,seandainya tuntutan reformasipolri setuju,1.96e+18,,Graminale,in,0,0,0,https://x.com/undefined/status/1962946099561545808,1.93e+18,ReformasiPolri,46,43,,
46,1.96e+18,2/9/2025 17:15,0,kawal tindakan represif polri reformasipolri,1.96e+18,,barengwarga,in,0,0,0,https://x.com/undefined/status/1962927347746930936,1.64e+18,ReformasiPolri,47,44,,
47,1.96e+18,2/9/2025 14:38,92,wadas video kejadian amplifier artikel beritanya utasan linknya reformasipolri,1.96e+18,https://pbs.twimg.com/media/Gz2UC_lbIAAgk4S.jpg,,in,0,2,30,https://x.com/undefined/status/1962887795569229977,71466821.0,ReformasiPolri,48,45,wad,PER
48,1.96e+18,2/9/2025 13:03,0,urgensinya polisi pangkat istimewa reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962864009490870507,402689904.0,ReformasiPolri,49,46,,
49,1.96e+18,2/9/2025 12:05,12,keadilan ditegakkan tawarmenawar reformasipolri hukum berat pelanggar ham,1.96e+18,,,in,0,2,5,https://x.com/undefined/status/1962849428316012997,1.38e+18,ReformasiPolri,50,47,,
50,1.96e+18,2/9/2025 10:05,0,berdukacita mendalam keluarga ditinggalkan reformasipolri,1.96e+18,https://pbs.twimg.com/media/Gz1VpW1aoAQg_IP.jpg,,in,0,0,0,https://x.com/undefined/status/1962819191343632704,88869591.0,ReformasiPolri,51,48,,
51,1.96e+18,2/9/2025 8:07,286,maripahami impunitas melanggengkan penyiksaan kekerasan polisi impunitas upaya reformasi polri berbasis ham melanggengkan praktik penyiksaan kekerasan penggunaan kekuatan berlebih kepolisian reformasipolri,1.96e+18,https://pbs.twimg.com/amplify_video_thumb/1962789201445036032/img/HJ4sCHQBzio-rwXS.jpg,,in,5,2,201,https://x.com/undefined/status/1962789356961440205,203158484.0,ReformasiPolri,52,49,maripahami,PER
52,1.96e+18,2/9/2025 7:42,0,cermati sungguh sungguh tindakan apapun mengatasi krisis kepercayaan rakyat pemerintah akut kecuali memanggil manula istana penghargaan polisi reformasipolri ruuperampasanaset,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962783266655834386,183561552.0,ReformasiPolri,53,50,,
53,1.96e+18,2/9/2025 5:09,0,kekerasan anarkisme polisi restu negara mentally retarded presiden polisipembunuh reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962744606594081220,93312464.0,ReformasiPolri,54,51,,
54,1.96e+18,2/9/2025 4:51,1,semarang polisi berlaku kejam siksa mahasiswa amplifier tahanan physical education muntah darah reformasipolri reformasipolisi,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962740113173295278,3152238055.0,ReformasiPolri,55,52,,
55,1.96e+18,2/9/2025 4:41,1,kaum perusuh pembakar amplifier penjarah digerakan lemparkan molotov disiapkan kabur hilang mahswa buruh pendemo reformasipolri reformasipolisi adilijokowiamannegeri,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962737526722162714,3152238055.0,ReformasiPolri,56,53,adilijokowiamannegeri,PER
56,1.96e+18,2/9/2025 4:34,1,reformasipolri alasan mendasar jenisnya gelapkan motor orang dihukum pakai helm merah pidana aparat 2x berat hukuman pramuka telat baris payaah,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962735904076046829,3152238055.0,ReformasiPolri,57,54,,
57,1.96e+18,1/9/2025 18:06,1,ketua bem perjuangkan mahasiswa ditahan polisi demo komisi dpr polda do it yourself lantang teriakan reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962577793260364073,3152238055.0,ReformasiPolri,58,55,,
58,1.96e+18,1/9/2025 16:59,23,nyawa berkorban kekhilafan aparatmu mbah wo affan dilindas rheza dipukul andika ditendang iko menyusul selamat jalan teman reformasipolri,1.96e+18,,txtdrimedia,in,0,1,6,https://x.com/undefined/status/1962560927615856782,1.72e+18,ReformasiPolri,59,56,mbah wo affan,PER
58,1.96e+18,1/9/2025 16:59,23,nyawa berkorban kekhilafan aparatmu mbah wo affan dilindas rheza dipukul andika ditendang iko menyusul selamat jalan teman reformasipolri,1.96e+18,,txtdrimedia,in,0,1,6,https://x.com/undefined/status/1962560927615856782,1.72e+18,ReformasiPolri,59,56,rheza,PER
58,1.96e+18,1/9/2025 16:59,23,nyawa berkorban kekhilafan aparatmu mbah wo affan dilindas rheza dipukul andika ditendang iko menyusul selamat jalan teman reformasipolri,1.96e+18,,txtdrimedia,in,0,1,6,https://x.com/undefined/status/1962560927615856782,1.72e+18,ReformasiPolri,59,56,andika,PER
58,1.96e+18,1/9/2025 16:59,23,nyawa berkorban kekhilafan aparatmu mbah wo affan dilindas rheza dipukul andika ditendang iko menyusul selamat jalan teman reformasipolri,1.96e+18,,txtdrimedia,in,0,1,6,https://x.com/undefined/status/1962560927615856782,1.72e+18,ReformasiPolri,59,56,iko,PER
59,1.96e+18,1/9/2025 14:28,0,afan kurniawan simbol rakyat tertindas sistem pemerintah abai krisis berubah kerusuhan saksikan analisis lengkap video reformasipolri suararakyat anakbangsa,1.96e+18,,gadislisong,in,0,0,0,https://x.com/undefined/status/1962523040341983321,1.17e+18,ReformasiPolri,60,57,afan kurniawan,PER
60,1.96e+18,1/9/2025 14:28,0,menduga sabotase diamdiam orang prabowo krisis beras pajak mencekik afan berpotensi melemahkan pemerintahannya politikindonesia reformasipolri,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523033668915452,1.17e+18,ReformasiPolri,61,58,prabowo,PER
60,1.96e+18,1/9/2025 14:28,0,menduga sabotase diamdiam orang prabowo krisis beras pajak mencekik afan berpotensi melemahkan pemerintahannya politikindonesia reformasipolri,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523033668915452,1.17e+18,ReformasiPolri,61,58,afan,PER
61,1.96e+18,1/9/2025 14:28,0,demo amplifier agustus memuncak rakyat marah krisis ekonomi pajak amplifier kelangkaan beras kematian afan kurniawan driver ojol titik application programming interface menyulut emosi kolektif reformasipolri afankurniawan,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523024751837189,1.17e+18,ReformasiPolri,62,59,afan kurniawan,PER
61,1.96e+18,1/9/2025 14:28,0,demo amplifier agustus memuncak rakyat marah krisis ekonomi pajak amplifier kelangkaan beras kematian afan kurniawan driver ojol titik application programming interface menyulut emosi kolektif reformasipolri afankurniawan,1.96e+18,,gadislisong,in,0,1,0,https://x.com/undefined/status/1962523024751837189,1.17e+18,ReformasiPolri,62,59,afankurniawan,PER
62,1.96e+18,1/9/2025 14:28,0,afan kurniawan korban simbol kemarahan rakyat polisi arogan diusut polri wajib direformasi prabowo berani bersihbersih sabotase melemahkan pemerintahannya reformasipolri krisisindonesia suararakyat,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1962523022881140916,1.17e+18,ReformasiPolri,63,60,afan kurniawan,PER
62,1.96e+18,1/9/2025 14:28,0,afan kurniawan korban simbol kemarahan rakyat polisi arogan diusut polri wajib direformasi prabowo berani bersihbersih sabotase melemahkan pemerintahannya reformasipolri krisisindonesia suararakyat,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1962523022881140916,1.17e+18,ReformasiPolri,63,60,prabowo,PER
63,1.96e+18,1/9/2025 14:25,0,krisis beras pajak rakyat marah kematian afan kurniawan titik application programming interface dpr amplifier pejabat arogan polri wajib dirombak intelijen provokator indonesia butuh ketegasan amplifier empati keadilanuntukrakyat reformasipolri anakbangsa,1.96e+18,,,in,0,1,0,https://x.com/undefined/status/1962522266954322304,1.17e+18,ReformasiPolri,64,61,afan kurniawan,PER
64,1.96e+18,1/9/2025 14:24,0,demo rakyat memuncak pasca kematian afan kurniawan publik menuntut reformasi polri total janji prabowo berani rotasi besarbesaran potensi kerusuhan reformasipolri demoindonesia afankurniawan,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962521924288033250,1.17e+18,ReformasiPolri,65,62,afan kurniawan,PER
64,1.96e+18,1/9/2025 14:24,0,demo rakyat memuncak pasca kematian afan kurniawan publik menuntut reformasi polri total janji prabowo berani rotasi besarbesaran potensi kerusuhan reformasipolri demoindonesia afankurniawan,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962521924288033250,1.17e+18,ReformasiPolri,65,62,prabowo,PER
64,1.96e+18,1/9/2025 14:24,0,demo rakyat memuncak pasca kematian afan kurniawan publik menuntut reformasi polri total janji prabowo berani rotasi besarbesaran potensi kerusuhan reformasipolri demoindonesia afankurniawan,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962521924288033250,1.17e+18,ReformasiPolri,65,62,afankurniawan,PER
66,1.96e+18,1/9/2025 12:32,0,kemana demo ketahuan ormas alat kekuasaan ormas demokrattolaktunjangandpr reformasipolri,1.96e+18,https://pbs.twimg.com/media/GzwtlJWaMAAFJsV.jpg,,in,0,0,0,https://x.com/undefined/status/1962493657388634575,1.36e+18,ReformasiPolri,67,63,,
67,1.96e+18,1/9/2025 8:27,0,polisi indonesia reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962432082086605251,1.52e+18,ReformasiPolri,68,64,,
68,1.96e+18,1/9/2025 4:00,0,aparat terkendali reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962365032915984638,3152238055.0,ReformasiPolri,69,65,,
69,1.96e+18,1/9/2025 1:17,1,berlanjut reformasipolri reformasipolisi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962323778660364437,3152238055.0,ReformasiPolri,70,66,,
70,1.96e+18,31/08/2025 15:27,0,polisi demo general publik ojol mahasiswa ambulans shame fuckers reformasipolri acab,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962175415617011903,1.38e+18,ReformasiPolri,71,67,,
71,1.96e+18,31/08/2025 15:24,1,ditabrak dilindas kakak tertabrak reformasipolri,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962174778414191097,907649371.0,ReformasiPolri,72,68,,
72,1.96e+18,31/08/2025 13:36,6,intelligence intelligence provokator kaos hitam pakai helm bawa bawa pentungan aparat jobdesc mukulin rakyat ngamanin rakyat bawa senjata rakyat bawa badan acab reformasipolri reformasitni,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962147480931594613,83189369.0,ReformasiPolri,73,69,,
73,1.96e+18,31/08/2025 13:31,1,usut tuntas amplifier berhenti kebrutalan polisi rakyat musuh reformasipolri reformasipolisi,1.96e+18,,,in,0,0,1,https://x.com/undefined/status/1962146174800138529,3152238055.0,ReformasiPolri,74,70,,
74,1.96e+18,31/08/2025 12:59,0,protes rakyatmu membiayai hidupmu orang kanankirimu hidup rakyat reformasipolri,1.96e+18,,prabowo,in,0,0,0,https://x.com/undefined/status/1962138174727319598,9.83e+17,ReformasiPolri,75,71,,
75,1.96e+18,31/08/2025 12:22,0,izin sayang sayang sms message svt be there soon day6 ampteam sibuk negaraku sayang resetindonesia reformasidpr reformasipolri,1.96e+18,https://pbs.twimg.com/media/Gzrh3LWbcAA7ktC.jpg,,in,0,0,0,https://x.com/undefined/status/1962128927864095033,1.46e+18,ReformasiPolri,76,72,,
76,1.96e+18,31/08/2025 12:19,1,yth presiden aksi menelan nyawa wni keadilan amplifier kepercayaan publik mohon bebaskan peserta demo ditahan ganti kapolri amplifier evaluasi institusi hukum berat brimob batalkan pajak memberatkan ganti menkeu reformasipolri tolakpajak,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962128090232140118,1.43e+18,ReformasiPolri,77,73,,
77,1.96e+18,31/08/2025 11:54,0,primawan dwiki catat nama mukamu acab reformasipolri,1.96e+18,,abcoulut,in,0,0,1,https://x.com/undefined/status/1962121929202253948,1.68e+18,ReformasiPolri,78,74,primawan dwiki,PER
78,1.96e+18,31/08/2025 11:18,118,diaspora berlin bergerak resetindonesia berlinbergerak reformasipolri jualan batagor,1.96e+18,https://pbs.twimg.com/media/GzrTKJgXcAAEqkE.jpg,,in,2,0,44,https://x.com/undefined/status/1962112768972071336,64914751.0,ReformasiPolri,79,75,,
